SN,TITLE,CONTENT_link,VOTE_SCORE,DATE
195747.0,스쿨존 안전시스템 구춧,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195747,0.0,2024-03-18 19:30:21.0
195746.0,당산철교 입구 차선 신설,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195746,0.0,2024-03-18 17:04:03.0
195745.0,안전한 스쿨존 조성 사업 건의!,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195745,0.0,2024-03-18 12:39:50.0
195744.0,스쿨존 어린이 스마트폰 사용 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195744,0.0,2024-03-18 08:23:12.0
195743.0,스쿨존 안전 시스템 구축 제안!,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195743,0.0,2024-03-18 07:07:42.0
195742.0,스쿨존 안전 시스템 구축,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195742,0.0,2024-03-18 07:03:49.0
195741.0,스쿨존 안전기기 설치제의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195741,0.0,2024-03-18 01:59:51.0
195740.0,안심하고 걸을 수 있는 등굣길,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195740,0.0,2024-03-18 00:52:12.0
195739.0,스쿨존 보행안전 지킴이 설치,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195739,0.0,2024-03-18 00:41:32.0
195738.0,스쿨존 안전 시스템 건축,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195738,0.0,2024-03-17 23:48:34.0
195737.0,안전한 스쿨존 조성 사업 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195737,0.0,2024-03-17 23:37:15.0
195735.0,안전한 스쿨존 조성사업,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195735,0.0,2024-03-17 22:16:24.0
195734.0,안전한 스쿨존 조성 사업 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195734,0.0,2024-03-17 22:13:50.0
195733.0,안전한 스쿨존 조성사업,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195733,0.0,2024-03-17 22:07:06.0
195732.0,성북도서관 개방열람시간 조정요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195732,0.0,2024-03-17 08:50:51.0
195731.0,뚝섬공원 와이파이 연결해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195731,0.0,2024-03-16 18:15:42.0
195730.0,소아과와 어린이집 유치원 보육시설 연계가 있었으면 좋겠습니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195730,1.0,2024-03-16 14:27:14.0
195729.0,취업준비 청년 보이스트레이닝 교육,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195729,0.0,2024-03-16 05:15:50.0
195728.0,해치 캐릭터 소울프렌즈 '빡친주작' 이름을 '분노주작'으로 바꾸는건 어떨까요?,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195728,0.0,2024-03-15 12:16:29.0
195727.0,손목닥터9988 제휴 문의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195727,0.0,2024-03-14 16:16:37.0
195726.0,정책 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195726,0.0,2024-03-14 13:58:52.0
195725.0,한양도성성곽,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195725,0.0,2024-03-14 11:23:00.0
195724.0,노들섬 공모전,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195724,0.0,2024-03-13 20:15:50.0
195723.0,종로3가역개찰구육의전벽화앞 계단개방요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195723,0.0,2024-03-13 12:39:11.0
195722.0,서울역 광장 종교 확성기 민원,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195722,3.0,2024-03-12 15:33:16.0
195721.0,기후동행카드,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195721,0.0,2024-03-12 13:53:37.0
195720.0,직업별 공유주택,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195720,1.0,2024-03-12 11:08:11.0
195719.0,버스노선 추가 제안드립니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195719,0.0,2024-03-11 14:23:31.0
195718.0,청계천 순환 2층 트램 도입 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195718,0.0,2024-03-11 14:15:29.0
195716.0,주말에는 북악스카이웨이를 일방통행로로,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195716,0.0,2024-03-10 19:26:36.0
195715.0,모든 한강 공원 텐트 및 그늘막,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195715,0.0,2024-03-10 17:51:07.0
195714.0,해충퇴치기 철거 요망,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195714,0.0,2024-03-08 21:51:32.0
195713.0,옥상정원 만들기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195713,0.0,2024-03-08 18:01:50.0
195712.0,불합리한 불법 주차 신고,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195712,0.0,2024-03-08 12:57:21.0
195711.0,[공동육아 스타트업] 서울시육아지원정부사업_협력/홍보 문의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195711,0.0,2024-03-08 09:27:20.0
195710.0,퀵보드좀 빌려주지마세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195710,0.0,2024-03-07 19:41:50.0
195709.0,내일배움에 교육이 더 많이 생겼으면 좋겠습니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195709,0.0,2024-03-07 15:49:44.0
195708.0,회사내 괴롭힙이 없게 해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195708,0.0,2024-03-07 15:44:16.0
195707.0,서울시 교통편이 좀 편리하게 버스나 지하철 노선이 많았으면 좋겠습니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195707,0.0,2024-03-07 15:35:29.0
195706.0,나이가 40대도 혜택을 주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195706,0.0,2024-03-07 15:26:53.0
195705.0,입사를 하고 나서 일이 있으면 쉬게 해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195705,0.0,2024-03-07 15:21:04.0
195704.0,강서구 마곡쪽으로 어학원이나 병원이나 은행 기타 등등 편의 시설이 설치되었으면 좋겠습니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195704,0.0,2024-03-07 15:15:45.0
195703.0,기후동행카드 지하철 전 노선 다 되게 해주시고 버스도 경기도 다 되게 해주세요!,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195703,0.0,2024-03-07 15:02:08.0
195702.0,모래사장 해변,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195702,0.0,2024-03-07 13:31:18.0
195701.0,건강상의 이유로 퇴직한 청년에게 지원좀 해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195701,0.0,2024-03-07 11:54:30.0
195700.0,취업후 학자금 상환 이자 지원,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195700,0.0,2024-03-07 11:49:28.0
195699.0,고령운전자면허증반납설득서비스,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195699,0.0,2024-03-07 10:56:40.0
195698.0,서울시 각 구에 공원+반려견 놀이터를 만들어주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195698,9.0,2024-03-06 19:05:54.0
195697.0,보안관 배치,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195697,0.0,2024-03-06 16:02:34.0
195696.0,서부간선도로 일반도로화 및 친환경조성 문의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195696,0.0,2024-03-06 12:17:32.0
195695.0,청계천변 수변도로 흙먼지제거,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195695,0.0,2024-03-05 13:25:43.0
195694.0,서울동행버스01  선릉역방향 연장운행 요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195694,1.0,2024-03-05 07:17:54.0
195693.0,서울역 버스 환승센터 안내판 크기 확대 설치 요망,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195693,0.0,2024-03-04 20:33:47.0
195692.0,친환경 생분해 햄프플라스틱빨대 지원,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195692,0.0,2024-03-04 16:58:08.0
195691.0,집주인과 세입자 주소가 같을때 반송된 내용증명서 없이 집주인의 초본을 발급 받도록 개선해주세요,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195691,3.0,2024-03-04 16:42:57.0
195690.0,가로수별 번호부여 스테인리스판 관리와 고정방법 개선제의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195690,0.0,2024-03-04 15:29:18.0
195689.0,지나간 역사가 아닌 지켜갈 역사입니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195689,1.0,2024-03-04 11:06:40.0
195688.0,불법 주정차난 해소를 위한 공용주차장 확대방안 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195688,1.0,2024-03-04 10:03:38.0
195687.0,한강 활용제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195687,0.0,2024-03-02 21:54:50.0
195686.0,동호대교 불은 왜 반쪽만 들어오나요?,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195686,0.0,2024-03-02 21:53:56.0
195685.0,장애인 자립생활센터 주택,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195685,0.0,2024-03-02 12:10:10.0
195684.0,유급 육아시간 확대 사용 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195684,0.0,2024-03-02 10:01:42.0
195683.0,"민생침해 범죄신고센터 개선으로 신고는 Up, 피해는 Down",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195683,0.0,2024-02-29 20:28:57.0
195682.0,따릉이 주차장 위치변경요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195682,0.0,2024-02-29 19:38:14.0
195681.0,"경복궁 옆 '이승만기념관' 건립, 어떻게 생각하세요?",https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195681,0.0,2024-02-29 11:16:04.0
195680.0,출근시간에 여러 시민 지각하게 만드는 장애인시위 반대합니다.,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195680,0.0,2024-02-29 09:12:34.0
